text,vulgar,hate,religious,threat,troll,Insult
অথচ আমরা এই প্রফেশনটাকে ন্যাশনাল লেভেলের ব্র্যান্ডিং এর জায়গায় নিয়ে যেতে পারছি না,0,0,0,0,0,0
পুলিশের সাহস! বাপ দাদার ইচ্ছের বিরুদ্ধে আন্দোলন করে লাল ঘোড়া গাড়িতে উঠেছে,0,0,0,1,0,0
আসল হিরো পর্দার আড়ালে থেকে যায় সবসময় ধন্যবাদ আরিয়ান ভাই,0,0,0,0,0,0
আপনার মতো ভারতের বেজন্মদের দালালি করতে কে বলেছে । আবালচোদা পাবলিক আপনার মত আছে এইদেশে অনেক ।ভারতের ভিখারিরা কিসের খোটা দিবে ওরা তো ভিখারির বাচ্চা ।তা ভারতের ভিখারিরা এইদেশে কাছে ভিক্ষা চাচ্ছে । দুই পয়সা দিয়ে দিলেই তো হয় ।,1,0,0,0,0,1
"ঘরে ঘরে মানে লিটারালি ঘরে ঘরে... কোথায় যাওয়া হয়নি? কুড়িগ্রামের বন্যা পুনর্বাসন কেন্দ্র থেকে শুরু করে রহিঙ্গা ক্যাম্প, রাজশাহীর পদ্মার চরাঞ্চল, নারায়ণগঞ্জের জেলে পাড়া, ঢাকার রেলস্টেশনগুলো, পঙ্গু হাসপাতালের সুবিধাবঞ্ছিত ওয়ার্ড... নাম বলে শেষ করা যাবে না",0,0,0,0,0,0
#NAME?,0,0,0,0,0,0
আহ্ কি সুন্দর নাটক এরকম নাটক চাই বাংলাদেশের মানুষ,0,0,0,0,0,0
এর জন্য আমরাই দায়ী ওনাকে নিয়ে এতো মাতা মাতি করার কি দরকার ছিল,0,1,0,0,0,0
৭তে মার্চশে গনহত্যা ফেল করেছে আওয়ামীলিগ,0,1,0,0,0,0
"এরা দেশটাকে, ড্রাগ হিসেবেই ধরে নিয়েছে",0,0,0,0,0,0
নোয়া পটকা পায়রা টেপি ডালি ফুল পটু পটল ঢেড়স ইত্যাদি তো আনছেন এবার নতুন নাম দেখতে চাই যেমন হিরো কানা কানি খোড়া খুড়ি চালুন গাছ মাছ ইত্যাদি,0,0,0,0,1,0
অনেক ধন্যবাদ এই রকম সুন্দর নাটক উপহার দেয়ার জন্য,0,0,0,0,0,0
ঈরানির বুদা জিরানির মত আরিপের বুদা লাল তাবিজ্জা তর বুদা সুদে বানিয়েছে খাল,1,0,0,0,0,0
কাহিনী টা দারুন শেষের অংশে আমি ফেঁসে গেছি,0,0,0,0,0,0
ডিরেক্টর বা নির্মাতাদের বিছানা গরম করতে পারলেই তো স্টার হওয়া যায় অশ্লীল পোশাক পরে পাবলিকের মাথা গরম করার কি দরকার,1,0,0,0,0,1
অসাধারণ হয়েছে নাটকটা দেখে অনেক ভালো লাগলো,0,0,0,0,0,0
আগে ভালো বাসতাম অপূর্বকে আর এখন নিশুকে,0,0,0,0,0,0
"মাগি তুমার দুইটা রাত চাই, যত খুশি ই দিবো",1,0,0,0,0,0
হালার পো হালারা মিয়ানমারের খবর গুলা ছাপাইতে পারিস না৷নডির পো,1,0,0,0,0,1
মানবতা চুদাছ কি বালের পড়াশুনা করছচ তু যদি হেডাম থাকে জাকির নায়েক এর সাথে বসিছ তুর হেডাতে কত রস আছে দেখমু চি তুর মা বাবার পাপের ফসল তুই মাগি,1,0,0,0,0,1
একটা বিরাট সমস্যার কথা,0,0,0,0,0,0
"শুধু এটা বলি, এই দেশ নিয়ে ফেড আপ হওয়ার কিছু নেই",0,0,0,0,0,0
বিশ্ব আজ অন্ধ হয়েগেছে। আর আমরা মুসলমান হয়েগেছি প্রতিবাদহীন একটা বোবা প্রাণ। যুগ যুগ ধরে আমাদেরকে ইহুদিরা অত্যাচার করেছে কিন্তু আমরা এতই শান্তময় মুসলিম যে প্রতিবাদও করতে পারিনা। আর আমাদের দেশের রাজনৈতিক স্বার্থবাদী যারা আছেন তারা পারেন একদল আরেক দলের সমালোচনা করতে এতচ বার্মায় যে রোহিঙ্গাদের উপর অত্যচার করা হচ্ছে তার কোন প্রতিবাদ কেউ করেননি অতচ ভারতের হাতিকে বঙ্গবীর নাম করন করতে পারি কিন্তু পারিনা আমাদের মুসলিম ভাই বোনদের পাশে দাড়াঁতে।এই ভাবে চলতে থাকলে মুসলিম বলতে কোন জাতি তাকবেনা তাকবে শুধু,0,1,0,0,0,0
তুই আমার শালি আমি তোর দুলাভাই এতোটুকুই এটার থেকে বাড়াবাড়ি করবিনা ওয়াও ভেরি নাইস এই সময়টা খুবই ভালো লাগছে নিশো ভাই কথার স্টাইলে একদম সাইজ কইরা দিছিলো তিশাকে,0,0,0,0,0,0
মালাউনের বাচ্চাদের দেখলে বুঝা যায় মালুরা কত ভয়ংকর,0,0,1,0,0,0
দুষ্টুটার নিতম্বে প্রচুর লাগাতে হবে কাঁচা কন্চি দিয়ে লাগাতে হবে,1,0,0,1,0,1
ভালগার প্রশ্ন বাদ দিয়া ভালো কন্টেন্ট বানাতে চেষ্টা কর।,0,1,0,0,0,0
মারাম জাদি ফাসিক,0,0,1,0,0,0
ভাগ্যবান ভাই এই দেশের পলিসি মেকাররা...পেয়েছেনও ভাই একটা ভালো জাতি,0,0,0,0,0,0
কুত্তাচোদা,1,0,0,0,0,0
“ওখানে কি হচ্ছিলো রে?”,0,0,0,0,0,0
গুয়ায় আইক্কা ওলা বাশ দিমু,1,0,0,1,0,0
বাঙালি হিন্দুরাই ভীতু চোদা তাই নুনু কাঁটা পিসলামিক শুয়োরগুলো ওদের অত্যাচার করে.,1,0,1,0,0,1
"তাকে Dislike মারেন, নাস্তিতকের জায়গা নেই এ দেশে..!",0,0,0,1,0,0
আমার দেখা সেরা প্রপোজ এই নাটকে,0,0,0,0,0,0
আরিয়ান ভাই বাংালির রোগ ধরতে পারছেআবেগের উপর খেলে নাটক বানায়তার পরও কবির সিং মুভির স্টাইল কপি করা হয়েছেযাই হোক গল্পটা সুন্দর ছিল অভিনয় ও সুন্দর ছিলহোপফুলি মেরিল প্রথম আলো পুরস্কার পাওয়ার যোগ্যতা রাখে,0,0,0,0,0,0
মন খারাপ থাকলে আবাল তোর পেজ ঘুরে যাই রে মখা,1,0,0,0,0,0
শালীর কথা শুনলে গা জলে তাকে দেখে মনে হয় সে মাগি,1,0,0,0,0,1
সমাজের হাজারো ফুলির প্রতি রইল বিনম্র শ্রদ্ধা কৃতজ্ঞতা ও ভালবাসা চোখের পানি ধরে রাখতে পারিনি,0,0,0,0,0,0
আখম হাসান ভাইয়ের নাটক গুলো সত্যিই খুবই ভালো লাগে ভালো লাগে তার প্রত্যেক নাটকের অভিনয় আমার পছন্দের একটি অভিনেতা আ খ ম হাসান ভাইয়াধন্যবাদ ভাইয়া এত সুন্দর করে নাটক ফুটিয়ে তোলার জন্য,0,0,0,0,0,0
জোস একটা নাটক সবাই ভালো অভিনয় করেছেস্ক্রিপ্টটা ভালো ছিল,0,0,0,0,0,0
নাটকটা অসাধারন চোখ থেকে কখন পানি চলে আসছে বুঝতে পারনি,0,0,0,0,0,0
সোভিকের মত ফালতু চুদা আর নাই,1,0,0,0,0,1
অনেক সুন্দর গল্প মানষের খনস্থায়ী জীবনের বাস্থবতা এটাই,0,0,0,0,0,0
"প্রতিটি নেশাখোর ছেলের অতীত । দেখুন, এক খানকীর ফলক",1,0,0,0,0,0
"মাইরে চুদি, মাইরে চুদি, মাইরে চুদি",1,0,0,0,0,1
"জানোয়ার, সালার মুখে জুতা মারা উচিত",0,0,0,0,0,1
"হলুদ গোল মার্ক করা ছেলেটি হলো কথিত জুতা নিক্ষেপকারী বাধন, আর লাল মার্ক করা লোকটি হলো ৯ বছর ধরে শিশু পর্ণ তৈরী করা টিপু",0,1,0,0,0,0
"তোমার মায়রে চুদি,সব নাস্তিকের মায়রে চুদি।সব নাস্তিক মাইরা শেষ করুম।",1,0,1,0,0,1
ভারতে যোদি মসোলমান দের উপর ধর্মিয় হস্তক্ষেপ বা অন্যায় হয় তাহলে কি আপনি বাংলার হিন্দুদের উপর হামলা করবেন প্রশ্ন রইলো সালে বাংলায় হিন্দু ছিলো দিনদিন বাংলায় যে হারে জনসংখ্যা বারছে না কমছে সুধু হিন্দুদের,0,0,1,0,0,0
জুলু মাঠে পাড়ে ডিম ।,0,0,0,0,1,0
নমস্কার বন্ধুগন ভারতে প্রথম আবিষ্কার করেছে এমনই এক মোবাইল যা দিয়ে আপনি ঘরে বসে বিনা খরচে আয় করতে পারবেন লাখ লাখ টাকা।একটু ধৈর্য্য ধরে পড়ুন। টির নাম হচ্ছে কি ? হচ্ছে একটি মোবাইল এতে আছে অনেক ব্যবসার তথ্য।আছে অনেক টাকা উপার্জনের তথ্য।বিশ্ব বিখ্যাত কোম্পানি পরিচালিত। এ যান অনেক পাবেন। এ খোজে দেখবেন বর্তমানে প্রতিদিন প্রায় হাজার লোক চাকরীর জন্য এ,0,0,0,0,1,0
আমার ভাতিজা ইউটিউবে কিছু না দেখলে খাবার খায় না,0,0,0,0,0,0
দর্শকপ্রিয় সিরিয়াল তোমাদের দ্বারা হবে না হাউ মাউ কর কেন? অথচ যখন একের পর এক ভারতীয় সিরিয়াল ডুবে যাচ্ছিল তখন কম্বল গায়ে ছিল ভারতীয় সিরিয়াল থেকে বিমুখী করেছে সুলতান সুলেমান সিরিয়াল দীপ্তি টিভি চালিয়ে যাও চ্যানালের সামনে দাঁড়াতে আসলে পিঠুনি দিবা হেতে গো চেতনা কেন এত বেশী,0,1,0,0,0,0
খাংকির পোলা তোর থোত্মায় এই কথা মানায় না,1,0,0,0,0,1
"অনেক বন্ধুদের দেখছি কিভাবে তাদের নেতারা তাদের ব্রেইন ওয়াশ করে অপরাধ করাচ্ছে, অপরাধে সমর্থন দেয়াচ্ছে। এসব নেতাদের বিচার হয় না কেন?",0,0,0,0,0,0
"জেলের হুংকার দেখিয়ে লাভ নাই, জেল, গ্রেপ্তারের ভয় নাই প্রতিদিন",0,0,0,1,0,0
কুকুরের লেজ কখন সোজা হয় না,0,0,0,0,1,1
চুল মডেল এইটা। দেখলেই রাগ উঠে।,0,0,0,0,0,1
আসলে নাটকটা অনেক অনেক ভাল চিল তাদের তিন জনের অবিনয়টা অনেক মজার চিল,0,0,0,0,0,0
"এই ধরনের যারা ভিডিও করে, তাদের কে জান্ত পুড়িয়ে মারা উচিৎ",0,0,0,1,0,0
সকাল সকাল তোমার জন্য এত্তগুলা শুক্রাণু নষ্ট হলো,0,0,0,0,1,0
সত্যিই অনেক সুন্দর লাগছে নাটকটা,0,0,0,0,0,0
দেশের এ অবস্থাতে আজ আপনার প্রতি ভালবাসা প্রকাশ না করে পারলাম না।,0,0,0,0,0,0
চঞ্চল চৌধুরী সেরা,0,0,0,0,0,0
বিমানবন্দর থেকে সাফার স্কুল বয়কট করা,0,0,0,1,0,0
তার শাস্তি শিরচ্ছেদ । সরকারের উচিত একে ফাঁসি দেওয়া নয়তো শিরচ্ছেদ ।,0,0,0,1,0,0
সত্যি ভালোবাসা গুলো এই ভাবে বেঁচে থাকুক সারাজীবন এক কথায় অসাধারণ একটি নাটক,0,0,0,0,0,0
রাস্তার মেয়ে...পতিতার চেয়ে খারাফ।,1,0,0,0,0,1
মাননীয় রাবিশ মন্ত্রী এরা কোন ডেব্ধার মাদ্রাসার ছাত্র? প্রকৃত পক্ষে দেশ ও জাতির জন্য ডেঞ্জার কারা তা আজ জাতির সামনে স্পষ্ট,0,1,0,0,0,0
অনেক সুন্দর একটা নাটক শাহানাজ খুশী আসলে অনেক সুন্দর একটা অভিনেএী,0,0,0,0,0,0
অপূর্ব ও মেহেজাবিন তোমাদের দুজনের নাটকের জু্টিটা অসাধারণ মেহেজাবিন তোমার হাসিটা খুবই সুন্দর,0,0,0,0,0,0
সত্যি অসাধারণ এক লহমা অতিথি লেখক ধন্যবাদ এতো সুন্দর একটা নাটক উপহার দেওয়ার জন্য,0,0,0,0,0,0
কোনো খারাপ লাগেনি দাদা রানু মন্ডল এর কোনো গায়িকা হওয়ার মত যোগ্যতাই নেই আমি মনে করি,0,0,0,0,0,1
অনেক দিন পর সুন্দর একতা নাটক দেখলাম,0,0,0,0,0,0
ভেবে চাটনি বেকার খাটনি,0,0,0,0,1,0
তরার তো প্রত্যেক পদে পদে নবীর লুচ্চামি।নিজের পুতের বউডারে ছাড়লো না। পিচ্চি একটা মেয়ে তার বন্ধুর মেয়ে তারে পর্যন্ত দেইখা লোভ সামলাইতে পারলো না,0,0,1,0,0,0
আপুর্ব বস তোমার নাটক গুলো অসাধারণ হয়আর তানজিম তিশা আপু আমার ক্রাশ কিউট আপু,0,0,0,0,0,0
"এখানে হিন্দু মুসলিম ধর্ম টা আসে অনেক পরে আগে যে অপরাধ করে সে অপরাধী, তাকে আইনের আওতায় এনে শাস্তি দেওয়া হোকআমি একজন বাউল সঙ্গীতের বক্তা হিসেবে তীব্র নিন্দা জানাই, অতিবিলম্বে অপরাধী চিহিন্ত করে শাস্তি দেওয়া হোক",0,0,1,1,0,0
সব ঠিক আছে বাট ভয়েস টা চেন্জ করতে পারলে সেই হতো,0,0,0,0,0,0
দেখার ও শেখার মতো একটা নাটক,0,0,0,0,0,0
লাভ দিস কেয়ারলেস কিডস,0,0,0,0,0,0
ভারতের উপর হামলা করলে উগ্রবাদী জঙ্গি ইত্যাদি বলা হয়।,0,1,0,0,0,0
ভাবতেও পারি নি নাটক টা এমন হবেযাক আমাদের সমাজের চরম বাস্তবতা নিয়ে নাটক টা করাখুব ভালো লাগলো নাটক টা,0,0,0,0,0,0
হালার পুতে কি ছেলে না মেয়ে না হিজলা কিছুই বুজা জায় না,1,0,0,0,0,1
হিন্দু ধর্মই একমাত্র চোদাচুদির ধর্ম ।,1,0,1,0,0,1
মাগিবাজ নবি দাসি কিনে চুদে আর এই মাগিবাজেে তরা পির মানস।,1,0,1,0,0,1
মুসলিম এর মত ছোট শিশুদের জোরপূর্বক ধর্ষণ এর ফন্দি হিন্দুর মাথায় নেই ।,0,0,1,0,0,0
নাটক টা অনেক সুন্দর ভাল লাগল কিন্তু নায়ক নায়িকা আব্বা আম্মা কই এরা ত আব্বু আম্মু ছাড়া এই ঘর সংসার করছে,0,0,0,0,0,0
তোর বাড়িতে অপরিচিত মুসলিম ঢুকে পড়লে তুই কি করবি মোদী শেটাই করচ্ছে!,0,0,1,0,0,0
বিজিবির হুইসেল শুনে মিয়ানমারের কুতা গুলোর বুক কাপে ।,0,1,0,0,0,0
বিরি বিরি নাইছ খুব ভালো লাকছে বিরি নাইছ নিশো ভাই,0,0,0,0,0,0
শুয়ারটার নিজের পাছায় নিজে ঢুকিয়ে অভ্যাস তাই নিজেই নিজের আইডিতে ট্যাগ চুদায়,1,0,0,0,0,1
"আর আমরা বলি, “বাহ লোকটা মেচিউরড” ... হইলো কিছু? মিলল কিছু?",0,0,0,0,0,0
"আফটার অল একটা অঞ্চলের স্বাধীনতার ঘোষক তিনি, একটু তো ভাব থাকবেই",0,0,0,0,0,0
ওওওওওওওহ ন্যাশনাল টিম মানে জাতীয় দল আজকে জানলাম,0,0,0,0,1,0
চেনা গল্পের অসাধারণ উপস্থাপন,0,0,0,0,0,0
"মাশাআল্লাহ ভিপি নুর, আওয়ামী সন্ত্রাসী লীগ থাকলে বাংলাদেশে কোন ইসলামী চ্যানেল থাকবেনা তাই আওয়ামী লীগকে বয়কট করেন সবাই",0,1,0,0,0,0
উনি ঠিক করলেন আমাকে স্কুল টিমের ডিফেন্ডার হতে হবে,0,0,0,0,0,0
চুত্মারানী দিলি তো ঈদটা নষ্ট কইরা,1,0,0,0,0,1
‘নেক্সট টাইম আসলে মিরপুরের বেকার্স-বে এর পাউরুটি নিয়ে আসবো আপনার জন্য। এমন পাউরুটি খোদ ব্রিটেনেও পাওয়া যায় না’,0,0,0,0,0,0
জাস্ট অগ্নিকুন্ডের একটা গোলা,0,0,0,0,0,0
রাজাকার ও জঙ্গি জানোয়ারদের সিন্ডিকেট নাকি সর্বশক্তিমান মহাপ্রভুকেও কিনতে পারে তারা,0,1,0,0,0,0
অসাধারণ নিশু ভাইয়া তুমিতো পুরা ফাটাইয়া দিছোদারুণ অভিনয় করছো,0,0,0,0,0,0
সাব্বাশ । জ্বলে পোড়ে হোক ছারখার জনগণ নেতার মাথায় তেল তবুও অগণন ।,0,0,0,0,1,0
বাট আমার দুই মেয়ে জামাইয়ের জুতার দিকে লক্ষ্য রেখেই যাচ্ছে,0,0,0,0,0,0
আমি বাংলাদেশের বিনোদন জগতের শুধু একটা অঙ্গন কে নিয়ে গর্বিত ও আনন্দীত হই সেটা হলো ড্রামা মানে নাটক আমার দেশের নাটক গুলো এতটাই সুন্দর হয় যে অন্য কোন দেশের ফ্লীম বা ড্রামা কেউ এভাবে তৈরি করতে পারে না তাই আমি সবসময় নাটক নিয়ে ব্যাস্ত থাকি ভাল বাসি আমার প্রিয় অপূর্ব কেভালবাসি নাটক নির্মাতা কে এবং,0,0,0,0,0,0
আরফান নিশু আর তানজিন তিশা জুটি সবসময়ের জন্য সেরাআপনাদের মতামত কিউনাদের নাটক আরো কে কে দেখতে চান,0,0,0,0,0,0
এই জন্যই আমরা বাংলা নাটক নিয়ে গর্ব করতেই পারি বান্না ভাই এর অসাধারণ সৃষ্টি তিশা ও ইরফান দুইজন অসাধারণ অভিনয় করছে,0,0,0,0,0,0
যেমন প্রেম করা বন্ধু সিংগেল বন্ধুকে সান্তনা দেয় “ প্রেমে অনেক জ্বালা বন্ধু আর যাই হোক প্রেম করিস না । ”,0,0,0,0,1,0
সবার কমেন্ট পরে আমি নিজে কমেন্ট করলামভাল হবে আশা করি,0,0,0,0,0,0
কুলদীপ নায়ার বিশিষ্ট ভারতীয় সাংবাদিক এই জন্য ভারতের পর রাষ্ট্র নীতির কড়া সমালোচনা করতে গিয়ে বলেছেন।,0,1,0,0,0,0
শাহনাজ খুশি অভিনয় অসাধারণ শত্যি চোখে পানি এসে গেলো এই ঈদের সবচেয়ে সুন্দর নাটক,0,0,0,0,0,0
আমাদের দেয়ের ইউটিউবার গুলো কি পাগোল না ছাগল। এগুলোর তো পাবনাতেও জায়গা হবে না,0,1,0,0,0,0
ছেনাল মাগির পোলা,1,0,0,0,0,1
অসাধারণ ভাল লাগল ড্রামাটা ধন্যবাদ পরিচালক ও অভিনেতানেত্রীদের,0,0,0,0,0,0
ফ্রেন্ড হিসাবে খুবই ভালো হেল্পফুলকিন্তু জামাই হিসেবে পুরাই মদন,0,0,0,0,0,0
দেখলেই বুঝা যায় কয় জনে কি টিপছে,1,0,0,0,0,0
খুব ভালো লাগল এই নাটকে নামাজের উপদেশ দেওয়ার জন্য,0,0,0,0,0,0
এখন উচিত ঔ বেইমান অকৃতজ্ঞ রানুর সেই ফুট পথে রেললাইনে ফিরিয়ে দেয়া তা হলেই ঔই বেইমানের উচিত শিক্ষা হবেআসলে ছটোলকের বাচ্চারা যখন ২ পয়সার মুখ চোখে দেখে তখন আর ধরা কে সরা জ্ঞান করে না ঔ ভীকারির হয়ছে সেই অবশতা,0,0,0,0,0,1
দেশকে দুর্নীতিতে চ্যাম্পিয়ন করে কালো টাকার পাহাড় গড়েছেন তারেক,0,1,0,0,0,0
ফকির যদি বড়লোক হয় বাপেরে বলে শালা,0,0,0,0,1,1
জীবনের শেষদিন পর্যন্ত একসাথে থাকাই তো ভালোবাসা,0,0,0,0,0,0
অনেক সুন্দর একটি নাটক দেখে অনেক ভালো লাগলো এবং শাহানাজ খুশি মেমের অভিনয় দেখে অনেক কেঁদেছি,0,0,0,0,0,0
মাদারিচোদ রাজাকারের বাচচা তাজুইল্যাতু তো পাকিসতানি চোদা নয়তো অন্যায় কে ন্যায় বইলতিনা শুওরের বাচচা,1,0,0,0,0,1
সবচেয়ে পছন্দের পরিচালক মাবরুর রশিদ বান্নাহ ভাই,0,0,0,0,0,0
আমার শুনার মাল তর মার ভুদার মধ্যে ধুকামু ।তর মাইরে খাওয়ামু ।তর মাইরে প্রেগন্যান্ট বানামু ।,1,0,0,0,0,1
বসের নাটক বলে কথা ভালো তো হবেই অসাধারণ হইছে,0,0,0,0,0,0
আমি যতো অপূর্বরে নাটক দেখি ততো ভালো লাগে আমি যখনি সময় পাই তখনি নাটক থেখি,0,0,0,0,0,0
সালীরে তছলিমা মাগির মতো বাংলাদেশে নিষিদ্ধ করা হোক,1,0,0,1,0,0
ভালোবেসে কোনো মানুষের ক্ষতি করার অধিকার কারো নেই,0,0,0,0,0,0
এই ক্যাপাবিলিটি আছে আপনার মাঝে,0,0,0,0,0,0
পাইলাম সাদা পোশাকের বিলাইই =.=,0,0,0,0,0,0
"ভারতের দালাল নিপাত যাক, বাংলাদেশ মুক্তি পাক।",0,1,0,0,0,0
এই বালের শাড়ী না পড়লে কি হইতো,0,0,0,0,1,0
বাল টারে কোন গালি টা দিলে পেইজ টা অফ দিবে,0,0,0,0,0,1
আফরান নিশো ভাই আমাদের টাংগাইলের ছেলে আমাদের টাংগাইলের অহংকার নিশো ভাই,0,0,0,0,0,0
বেইশ্যাকে জুতা মার,1,0,0,1,0,1
যত বার দেখি ততবার ভালো লাগে অসাধারণ,0,0,0,0,0,0
আমাদের দেশের নাটক পৃথিবীর শ্রেষ্ট নাটক যারা ভারতের নাটক দেখেন তাদের উদ্দ্যেশে বলছি আপনারা বাংলা নাটক দেখুন বাংলা নাটক বুঝার চেষ্টা করুন একবার যদি বাংলার নাটকে মন ভরে যায় তাহলে অন্য কোন দেশের নাটক জীবনেও দেখতে ইচ্ছে করবেনাআসুন বাংলা নাটক দেখি বাংলাদেশ কে ভালবাসি,0,0,0,0,0,0
পানি দিয়ে ছন্দে বন্দে হাতটা ভিজিয়ে খেতে বসি,0,0,0,0,0,0
ভারতের সঙ্গে বন্ধুত্বকে আমরা খুব গুরুত্ব দিয়ে থাকি; গুরুত্ব না দিলে তো গোয়া মারা সারা,1,0,0,0,1,0
এদেশ আওয়ামী মালাউনদের দখলে। এদেশ পরাধীন হতে আর বেশি দেরি নাই। যারা এখনো বুঝ নাই তারাও বুঝবে খুব তারা তারি। মুসলমান হইয়া মালাউন নির্বাচন কর। মালাউনে পক্ষে জীবন উৎসর্গ কর। আওয়ামীলীগ তোমগরে গোলাম বানাইয়া ছাড়বে। দেখে নিও। বলে গেলাম।,0,0,1,0,0,0
ভক্সোদ রে বহুতদিন পরে দেখলাম!,1,0,0,0,0,0
হায়রে জীবন ভাসমান কচুরিপানার মতনাটক টা দেখে অনেকেই আবার সঠিক পথটা বেছে নেবেএটাই আশাকরছি,0,0,0,0,0,0
“মাশাল্লাহ আমরা রওনা দিচ্ছি চাচাজি”,0,0,0,0,0,0
চোখের পানি ধরে রাখতে পারিনি এত এত এত ভাল নাটক আমাদের দেশে হয় আর আমরা ছুটে বেড়াই বাহিরের চ্যানেল নিয়েএই নাটক আমদের ভবিষ্যৎ প্রযন্মের কথা মনে করিয়ে দেয় আল্লাহ যেন আমাদের ছেলে মেয়েদের সেবা পাওয়ার তৌফিক দান করেন,0,0,0,0,0,0
আমার পূর্ণ ফাসি চাই,0,0,0,1,0,0
ভাল অসাধারন ভালএটুকুই বললাম,0,0,0,0,0,0
শ্রী কৃষ্ণ মানুষের গর্বে জন্মেছে ۔একজন জন্ম নেয়া মানুষ কোনোদিন সৃষ্টি কর্তা হতে পারে না,0,0,1,0,0,0
এটা আমাদের হাইব্রিড সাংবাদিক দের দোষ নিজেরাই দেশের খুত খুচিয়ে খুচিয়ে বের করে যা দেখে রেন্ডিয়া প্রকাশ করে।,0,1,0,0,0,0
"২ টা বিচির জোরে শুধু ভেবেছ কি নিজেকে পুরুষ, তাহলে তো কাঠাল মহাপুরুষ দুটো দুদুর জন্য নিজেকে রানী ভাবছো তাইলে তো কুত্তা হবে মহারানী",1,0,0,0,1,0
এবার বল খানকির ছেলেরা কে ভাল প্লেয়ার।,1,0,0,0,0,1
"আওয়ামী লীগ শুধু অতীত নিয়ে আলোচনা করে, বর্তমান নিয়ে নয়।",0,1,0,0,0,0
ভারত আমাদের দেশের শরণার্থীর চাপ সামলাতে না পেরে এ পাকিস্তানের বিরুদ্ধে বাংলাদেশের সমর্থনে যুদ্ধ ঘোষনা করেছিল তাহলে একই সুত্রে বড় কোন দেশের সাহায্য নিয়ে আমরা কেন পারিনা মায়ানমারের বিরুদ্ধে যুদ্ধে যেতে যদিও যুদ্ধ বললেই যুদ্ধ নয় তবুও তাদের বিরুদ্ধে যাওয়ার মত একটা কিছু করা একদম ফরজ হয়ে গেছে,0,1,0,0,0,0
কাহিনী টা পুরাতন কিন্তু উপস্থাপনটা সুন্দর হইছে ভালো লাগছে,0,0,0,0,0,0
ভারতের মালাউনরা কোন দিন পাকিস্তান এর সাথে পারবে না । কারন পাকিস্তানিরা খায় গরুর মাংস আর মালাউনরা খায় গরুর মূত্র।,0,0,1,0,0,0
এক কথায় অসাধারণ হয়েছে তাদের দুজনের জুটি টা অনেক সুন্দর এবং ভালো লাগে,0,0,0,0,0,0
মরবি মিরাজ,0,0,0,1,0,0
চোদা খা,1,0,0,0,0,1
দেখুন টাকা টা ফেরত দিয়ে যদি ভিডিও টা তুলে নিতে পারেন,0,0,0,0,0,0
ওরে চান্দের দেশে নিয়া পুট্কি মারা দরকার যাতে ওর চিৎকারে কারো ডির্স্টার্ব না হয়,1,0,0,0,0,0
আমি বুঝলামনা সিনপিং সাবমেরিন এটা মোতায়েনের কি দরকার এটা এমরিকার জন্য। কারন এটার মধ্য টি নিউক্লিয়ার মিসাইল আছে তার মানে ভারত ধংশ হয়ে যাবে তার মানে বাংলাদেশ খতির মুখে পরবে মালুদের কারনে হে মালু লও ঠেলা।,0,1,0,0,0,0
এখনও ডায়াল-আপের সাউন্ড কানে ভাসে,0,0,0,0,0,0
নাটক টা সব কিছু ঠিক আছে কিনতো লাসটে মেয়ে টা সব কিছু জানতে পারলো তার জন্য আমার কাছে ভাল লাগে না,0,0,0,0,0,0
"আমি শুধু বলবো, ওরা (ভারত) হারামির থেকেও হারামি",0,0,0,0,0,1
ভারতের কিছু অন্নায় আবদার মানতে হয় কিতগতার বসে ।,0,1,0,0,0,0
জুতা মাইরা গুরদান এমন বিচার আমরা মানি না আপনি অবুঝ শিশু আপনি ১টা নাস্তিক তাই এরম কথা বলছেন আল্লাহ আপনার বিচার করবে সেই পরকালেই দেখে নিয়েন আল্লাহর কুদরত ধোপা কবির,0,0,1,0,0,1
